Commit,Feature Name, (Classif:Pattern) matched pattern, (VM:op) New, (VM:op) Removed, (VM:type) Bool-tri,(VM:type) Value, (VM:vis.) Visible ,(VM:vis.) Internal , (VM:opt.) Optional,(VM:opt.) Mandatory, (M:target) Folder,(M:target) C.U.,(M:target) CFF, (M:target_update) New with new asset, (M:target_update) New with existing asset,(M:target_update) Remove with asset,(M:target_update) Remove but preserved asset,(I:ccp_op) New condition wrapping new code,(I:ccp_op) New condition wrapping edited code,(I:ccp_op) New condition wrapping existing code,(I:ccp_op) Deleted condition with its code,(I:ccp_op) Deleted condition with code edit, (I:ccp_op) Deleted condition but preserve code,(I:ref_op) Add reference,(I:ref_op) Removed reference,
4923ee444a39c8b75027ed01a7812e940194dbec,PLAT_SAMSUNG_SINGLE,RIMF,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,
bc5ad3f3701116e7db57268e6f89010ec714697e,KVM_XICS,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,
5df554ad5b7522ea62b0ff9d5be35183494efc21,KVM_MPIC,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
a725d56a02ec3582bb5b9756f261fdc6962c79ee,HAVE_KVM_IRQ_ROUTING,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1ae90e79051318c34d5a75c2ef5b9a55bd22f2ed,ARCH_VEXPRESS,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30cc4587659e1c9b1bfade8b2a757d91e04758ab,NFC_LLCP,MVOFNO,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,
581618f226e83eb0fbe81ba2a623c6a55cbb7487,SMALL_STACK,RVOCFF,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
ddb27f3bf771b53e0e7aa93d0186ea5c03381e23,GPIO_GRGPIO,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
a486bdb0e9da8d876d6ff4efc3138d35e141c0b5,POWERNV_MSI,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
f3f935a76aa0eee68da2b273a08d84ba8ffc7a73,CRYPTO_CAMELLIA_AESNI_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
56d76c96a9f3e39ab733c5643b3ce5a1d4be242a,CRYPTO_SERPENT_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
cf1521a1a5e21fd1e79a458605c4282fbfbbeee2,CRYPTO_TWOFISH_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
604880107010a1e5794552d184cd5471ea31b973,CRYPTO_BLOWFISH_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
93b5e86a6d13c5dec18c6611933fb38d7d80f0d2,CRYPTO_CMAC,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
8c4196a2fd7c31acd6d02d9921f7896b8f160c92,HW_RANDOM_BCM2835,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
87de4579f92dbe50e92f33b94f8688793c894571,CRYPTO_SHA512_SSSE3,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,
8275d1aa642295edd34a11a117080384bb9d65c2,CRYPTO_SHA256_SSSE3,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,
b8d26b3be8b33682cf163274ed07479a70554633,INFINIBAND_ISERT,AVOGMF,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
e8db288e05e588ad3f416b3a24354d60d02f35f2,MCPM,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
fa3cb2191091657038ddb9207888b6cfb11fdf6e,COMEDI_NI_LABPC_ISA,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
fa3cb2191091657038ddb9207888b6cfb11fdf6e,COMEDI_NI_LABPC_PCI,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
d43f81cbaf43531a977e8b4c4427f19acf8a5061,DRM_TEGRA_STAGING,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6579324a41cc414009a601738b70a53d6376325c,TEGRA_HOST1X_FIREWALL,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
754716874389ccbea5ee03174df8ad9e72e41880,TEGRA_HOST1X,AVOGMF,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
f11899894c0a683c754ca71b45f7c9c3d35a3a1c,CLKSRC_SAMSUNG_PWM,AIMF,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
ccdfcc398594ddf3f77348c5a10938dbe9efefbe,NETLINK_MMAP,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
f33cb17d1dd68d78accf46db96ced2dc7b4563c3,PC300,RVOCFF,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
f33cb17d1dd68d78accf46db96ced2dc7b4563c3,PC300_MLPPP,RVOMF,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,
9b8e1a5e4670b3b24c0e35c0884b4185f17fceab,MFD_SI476X_CORE,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
f98823ac758ba1aa77c6e3f8ad4ef3ad84ee0a7c,NO_HZ_FULL_ALL,FCFTVOF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
bd51de53e1be9896d815bbea30560262216d4616,ARCH_EXYNOS_SINGLE,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
bd51de53e1be9896d815bbea30560262216d4616,ARCH_EXYNOS4_SINGLE,AIMF,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
bd51de53e1be9896d815bbea30560262216d4616,PLAT_SAMSUNG_SINGLE,AIMF,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,
a2e407104769d64e01556d4c335bb6478e1e7f3c,DEBUG_EXYNOS_UART,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
b4cf27f7735f9e5d80f3e79fcf355ced15461219,EXYNOS_ATAGS,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9a4a5574ce427c364d81746fc7fb82d86b5f1a7e,HID_APPLEIR,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
b879a9c2a755d4ddf9e685258de6435710fd2f03,RADIO_SI476X,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
46c74751c2be904d6a23c63e7ccb990d46496fd6,PPC_A2_DD2,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0eaf2255c372395c33658dec17c641a3c3be7d22,MPC10X_OPENPIC,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89d269ff2ea514bf2769e3f2d0466b60e83ff6bd,405EP,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45b02f8d94e3d86e77bde061b79b66cb5cfc6aaa,MAX_ACTIVE_REGIONS,internal value feature change,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
933ee7119fb14156f46dc8bce8218f62db13c568,PPC_PREP,RVONMF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
933ee7119fb14156f46dc8bce8218f62db13c568,PREP_RESIDUAL,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7d5480fe00991f1b6f1ef18fba0ffde3d8266221,405GPR,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
a29a194a15df9840b24c6c383a9a9a1236979db5,TIPC_MEDIA_IB,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
28c4468b00a1e55e08cc20117de968f7c6275441,SND_SOC_GENERIC_DMAENGINE_PCM,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
d68772b7c83f4b518be15ae96f4827c8ed02f684,EFIVAR_FS,AVOGMF,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
b81dfaa01f7057dde4a6356740c023db4e2ce83b,I2C_ARB_GPIO_CHALLENGE,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
33a31edd4a4b7d26b962b32decfd8ea2377eaa0d,MFD_SI476X_CORE,MVOFNO,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
82cd0b278fddc1c0bc7e187ff82fd0e273520233,RADIO_SI476X,RVOMF,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
d190e8195b90bc1e65c494fe08e54e9e581bfd16,GENERIC_IDLE_LOOP,RCINMF,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
0bbb06ed564d211d10eae12bdb423fce6178468f,SENSORS_AB8500,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
1d87a8f2911fe6c22416f4a5dc5e0362f5bb9ef4,ATARI_ETHERNEC,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
736b24db32a806f79b43511e461321981bcfd5bf,ATARI_ETHERNAT,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
84b16b7b0d5c818fadc731a69965dc76dce0c91e,ATARI_ROM_ISA,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
7fd2bf3d325478e6715cce3ede7de641ff596183,GENERIC_GPIO,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
bb03dceb83852614ae3ad6b3731a31422890b0b9,NFC_PN544_MEI,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
4912e2fe74811693703e9b4e21bf36c067643a03,NFC_MEI_PHY,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
5b533f4ff5b6d8f2442f2ac82ca1530ff3f55267,HZ_PERIODIC,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5b533f4ff5b6d8f2442f2ac82ca1530ff3f55267,PERIODIC_HZ,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
c5bfece2d6129131b4ade985e63bc35ddf5868d4,NO_HZ_FULL,FCFTVOF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
c5bfece2d6129131b4ade985e63bc35ddf5868d4,NO_HZ_EXTENDED,FCFTVOF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
