Commit,Feature Name, (Classif:Pattern) matched pattern, (VM:op) New, (VM:op) Removed, (VM:type) Bool-tri,(VM:type) Value, (VM:vis.) Visible ,(VM:vis.) Internal , (VM:opt.) Optional,(VM:opt.) Mandatory, (M:target) Folder,(M:target) C.U.,(M:target) CFF, (M:target_update) New with new asset, (M:target_update) New with existing asset,(M:target_update) Remove with asset,(M:target_update) Remove but preserved asset,(I:ccp_op) New condition wrapping new code,(I:ccp_op) New condition wrapping edited code,(I:ccp_op) New condition wrapping existing code,(I:ccp_op) Deleted condition with its code,(I:ccp_op) Deleted condition with code edit, (I:ccp_op) Deleted condition but preserve code,(I:ref_op) Add reference,(I:ref_op) Removed reference,
293840b9997f2c0509ca65a4e02cacc371cc628c,SOC_RT3883,AVOMF,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,

80fb55a951df5974e12c935d9e7dd9103539fb8e,SOC_RT288X,AVOMF,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,

59b435d1ad48ac244058845e18586eb5719f7f99,MIPS_DISABLE_OBSOLETE_IDE,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

be0c9bd4987d59d9425af53fa004d304197dc7f9,MIPS_BOARDS_GEN,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

035114fbdbf8c88fbf80a160716be9d0078f01ee,DT_XLP_SVP,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,

2c8aaf71b0a4738ae8cb70d9367089bdb892aea3,BCM63XX_CPU_6362,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

30650239adc9e4e9439256d6988e521518dccbb3,PPC_EARLY_DEBUG_MEMCONS,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,
30650239adc9e4e9439256d6988e521518dccbb3,PPC_MEMCONS_OUTPUT_SIZE,AVMVF,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
30650239adc9e4e9439256d6988e521518dccbb3,PPC_MEMCONS_INPUT_SIZE,AVMVF,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,

200c880420a2c02a0899120ce52d801fad705b90,IRQSTACKS,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,

9372450cc22d185f708e5cc3557cf991be4b7dc5,DEBUG_STACKOVERFLOW,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

072eb693904a52df95ac3d8e8ee00752ed82342c,ARC_PLAT_TB10X,AVOGMF,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
072eb693904a52df95ac3d8e8ee00752ed82342c,GENERIC_GPIO,internal mandatory impl. feature change,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

6971881f2ae0e0208375dc40e1a9a4ce56f7c9d6,CMDLINE,RVMVF,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,

ac718b69301c7c07cd0d858570f76a0e1c4c8726,USB_RTL8152,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,

6d49ba1b47b9c6822d08f90af6f1a2d8ca1cf533,BTRFS_DEBUG,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,

74255aa07d292385ca3a4a4e8f0bc492d9bdd116,BTRFS_FS_RUN_SANITY_TESTS,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

485cf5dac2966b93ef2b6211cf2fd42d66c823e6,GENERIC_IDLE_POLL_SETUP,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

03b1781aa978aab345b5a85d8596f8615281ba89,SCSI_UFSHCD_PLATFORM,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

181c04a357bb791587c55a99362c2fdde2c64f18,VHOST_SCSI,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
181c04a357bb791587c55a99362c2fdde2c64f18,TCM_VHOST,MVOFNO,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,

a6a4834cdbef23a7db16e7598c8c6e427ac82531,SYS_SUPPORTS_MICROMIPS,AIMF,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,


41929798bb71a5997e4b8a760ab8e0dd4f592bb6,HEXAGON_VM,internal mandatory impl. feature change,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41929798bb71a5997e4b8a760ab8e0dd4f592bb6,HEXAGON_ANGEL_TRAPS,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

65af3a3f89d726701c6436c4e223d9e2e7d525bc,GENERIC_FIND_NEXT_BIT,internal mandatory impl. feature change,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

66b03dbfe605c2566cff55bde35372030aa4b3d0,HEXAGON_ARCH_VERSION,AVMVF,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
66b03dbfe605c2566cff55bde35372030aa4b3d0,HEXAGON_ARCH_V1,-,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
66b03dbfe605c2566cff55bde35372030aa4b3d0,HEXAGON_ARCH_V2,-,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
66b03dbfe605c2566cff55bde35372030aa4b3d0,HEXAGON_ARCH_V3,-,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
66b03dbfe605c2566cff55bde35372030aa4b3d0,HEXAGON_ARCH_V4,-,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,

8f5a0b9dffeb3cb94f2b0622b6fe0717512ef54b,HEXAGON_PHYS_OFFSET,internal mandatory impl. feature change,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,


446f24d1199e8a546ba7c97da3fbb9a505a94795,DEBUG_COPY_FROM_USER,RCINMF,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,
446f24d1199e8a546ba7c97da3fbb9a505a94795,ARCH_HAS_DEBUG_STRICT_USER_COPY_CHECKS,AIMF,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,

2535e0d723e4d7723b030f39fb350e436bdb983f,BINFMT_SCRIPT,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,

16c7fa05829e8b91db48e3539c5d6ff3c2b18a23,TEST_STRING_HELPERS,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

18a1053f7b85acdda2428c9f694101070cb8e62a,SUDMAC,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

189b4ee8e9daf349db80f47b81edec67d223a953,SH_DMAE_BASE,FCUTVOF,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,

4cfbfa9714789d4bed3ea93859e36c2e04ac4b30,LCD_ILI922X,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

4984c6f5e56c3e68922fd979347ba7aff385783b,SRAM,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

68a2d20b79b105f02dcbc52c211d7e62f98996b7,FB_HYPERV,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

74169f98c785e7f6b5e6f5a0c2707020b4fc7368,M5373EVB,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

e9d9dc6ac2d7a87c84ae72ff391d3040e2ca5df2,M537x,AVOCFF,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,

6eac402783441543ffc582f5e6c942d488d848b0,M53xx,ACINMF,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,

5143661ff82792673787cd03b2b1bf9d63f60093,ROMVECSIZE,RVMVF,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

2a5bab1004729f3302c776e53ee7c895b98bb1ce,KVM_DEVICE_ASSIGNMENT,FCUTVOF,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,

4923ee444a39c8b75027ed01a7812e940194dbec,ARCH_EXYNOS_SINGLE,MVOFNO,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
4923ee444a39c8b75027ed01a7812e940194dbec,ARCH_EXYNOS4_SINGLE,RIMF,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
4923ee444a39c8b75027ed01a7812e940194dbec,PLAT_SAMSUNG_SINGLE,RIMF,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,

bc5ad3f3701116e7db57268e6f89010ec714697e,KVM_XICS,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,

5df554ad5b7522ea62b0ff9d5be35183494efc21,KVM_MPIC,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,

a725d56a02ec3582bb5b9756f261fdc6962c79ee,HAVE_KVM_IRQ_ROUTING,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,

1ae90e79051318c34d5a75c2ef5b9a55bd22f2ed,ARCH_VEXPRESS,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

30cc4587659e1c9b1bfade8b2a757d91e04758ab,NFC_LLCP,MVOFNO,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,

581618f226e83eb0fbe81ba2a623c6a55cbb7487,SMALL_STACK,RVOCFF,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,

ddb27f3bf771b53e0e7aa93d0186ea5c03381e23,GPIO_GRGPIO,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

a486bdb0e9da8d876d6ff4efc3138d35e141c0b5,POWERNV_MSI,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

f3f935a76aa0eee68da2b273a08d84ba8ffc7a73,CRYPTO_CAMELLIA_AESNI_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

56d76c96a9f3e39ab733c5643b3ce5a1d4be242a,CRYPTO_SERPENT_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

cf1521a1a5e21fd1e79a458605c4282fbfbbeee2,CRYPTO_TWOFISH_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

604880107010a1e5794552d184cd5471ea31b973,CRYPTO_BLOWFISH_AVX2_X86_64,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

93b5e86a6d13c5dec18c6611933fb38d7d80f0d2,CRYPTO_CMAC,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

8c4196a2fd7c31acd6d02d9921f7896b8f160c92,HW_RANDOM_BCM2835,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

87de4579f92dbe50e92f33b94f8688793c894571,CRYPTO_SHA512_SSSE3,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,

8275d1aa642295edd34a11a117080384bb9d65c2,CRYPTO_SHA256_SSSE3,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,

b8d26b3be8b33682cf163274ed07479a70554633,INFINIBAND_ISERT,AVOGMF,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

e8db288e05e588ad3f416b3a24354d60d02f35f2,MCPM,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

fa3cb2191091657038ddb9207888b6cfb11fdf6e,COMEDI_NI_LABPC_ISA,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
fa3cb2191091657038ddb9207888b6cfb11fdf6e,COMEDI_NI_LABPC_PCI,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

d43f81cbaf43531a977e8b4c4427f19acf8a5061,DRM_TEGRA_STAGING,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,


6579324a41cc414009a601738b70a53d6376325c,TEGRA_HOST1X_FIREWALL,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,

754716874389ccbea5ee03174df8ad9e72e41880,TEGRA_HOST1X,AVOGMF,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

f11899894c0a683c754ca71b45f7c9c3d35a3a1c,CLKSRC_SAMSUNG_PWM,AIMF,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

ccdfcc398594ddf3f77348c5a10938dbe9efefbe,NETLINK_MMAP,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

f33cb17d1dd68d78accf46db96ced2dc7b4563c3,PC300,RVOCFF,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
f33cb17d1dd68d78accf46db96ced2dc7b4563c3,PC300_MLPPP,RVOMF,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,

9b8e1a5e4670b3b24c0e35c0884b4185f17fceab,MFD_SI476X_CORE,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,

f98823ac758ba1aa77c6e3f8ad4ef3ad84ee0a7c,NO_HZ_FULL_ALL,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

bd51de53e1be9896d815bbea30560262216d4616,ARCH_EXYNOS_SINGLE,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
bd51de53e1be9896d815bbea30560262216d4616,ARCH_EXYNOS4_SINGLE,AIMF,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
bd51de53e1be9896d815bbea30560262216d4616,PLAT_SAMSUNG_SINGLE,AIMF,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,

a2e407104769d64e01556d4c335bb6478e1e7f3c,DEBUG_EXYNOS_UART,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

b4cf27f7735f9e5d80f3e79fcf355ced15461219,EXYNOS_ATAGS,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

9a4a5574ce427c364d81746fc7fb82d86b5f1a7e,HID_APPLEIR,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

b879a9c2a755d4ddf9e685258de6435710fd2f03,RADIO_SI476X,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

46c74751c2be904d6a23c63e7ccb990d46496fd6,PPC_A2_DD2,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

0eaf2255c372395c33658dec17c641a3c3be7d22,MPC10X_OPENPIC,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

89d269ff2ea514bf2769e3f2d0466b60e83ff6bd,405EP,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

45b02f8d94e3d86e77bde061b79b66cb5cfc6aaa,MAX_ACTIVE_REGIONS,internal value feature change,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

933ee7119fb14156f46dc8bce8218f62db13c568,PPC_PREP,RVONMF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
933ee7119fb14156f46dc8bce8218f62db13c568,PREP_RESIDUAL,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

7d5480fe00991f1b6f1ef18fba0ffde3d8266221,405GPR,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

a29a194a15df9840b24c6c383a9a9a1236979db5,TIPC_MEDIA_IB,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,

28c4468b00a1e55e08cc20117de968f7c6275441,SND_SOC_GENERIC_DMAENGINE_PCM,-,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

d68772b7c83f4b518be15ae96f4827c8ed02f684,EFIVAR_FS,AVOGMF,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,


b81dfaa01f7057dde4a6356740c023db4e2ce83b,I2C_ARB_GPIO_CHALLENGE,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

33a31edd4a4b7d26b962b32decfd8ea2377eaa0d,MFD_SI476X_CORE,MVOFNO,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,

82cd0b278fddc1c0bc7e187ff82fd0e273520233,RADIO_SI476X,RVOMF,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,

d190e8195b90bc1e65c494fe08e54e9e581bfd16,GENERIC_IDLE_LOOP,RCINMF,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,

0bbb06ed564d211d10eae12bdb423fce6178468f,SENSORS_AB8500,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,


1d87a8f2911fe6c22416f4a5dc5e0362f5bb9ef4,ATARI_ETHERNEC,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

736b24db32a806f79b43511e461321981bcfd5bf,ATARI_ETHERNAT,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,

84b16b7b0d5c818fadc731a69965dc76dce0c91e,ATARI_ROM_ISA,AVONMF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,

7fd2bf3d325478e6715cce3ede7de641ff596183,GENERIC_GPIO,-,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

bb03dceb83852614ae3ad6b3731a31422890b0b9,NFC_PN544_MEI,FCUTVOF,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,

4912e2fe74811693703e9b4e21bf36c067643a03,NFC_MEI_PHY,AVOMF,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,

5b533f4ff5b6d8f2442f2ac82ca1530ff3f55267,HZ_PERIODIC,AVOAF,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5b533f4ff5b6d8f2442f2ac82ca1530ff3f55267,PERIODIC_HZ,RVOAF,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

